selling_price,km_driven,engine_size,car_age
450000,56290,1186,4
5400000,7500,1995,2
5500000,8500,1995,2
779000,7032,1199,2
645000,11000,1598,5
2475000,2000,1984,3
170000,50000,1086,10
320000,42000,1396,11
350000,17000,998,5
500000,40000,1197,3
135000,137000,1405,12
340000,20000,799,3
330000,70000,1197,1
350000,48756,1586,10
1850000,30000,2982,6
400000,110000,1120,5
325000,80322,1399,7
1000000,35000,1997,6
850000,110000,2523,4
350000,70000,1248,9
2625000,9000,1999,4
5150000,20000,2487,2
3200000,45000,1999,4
503000,110000,2179,6
3800000,20000,1969,2
2000000,68089,2494,5
225000,58343,998,8
740000,38817,1248,3
550000,56494,1199,5
750000,79328,2494,8
650000,5621,1197,2
625000,25538,1496,4
600000,69779,1197,3
450000,56290,1186,4
5400000,7500,1995,2
5500000,8500,1995,2
779000,7032,1199,2
645000,11000,1598,5
2475000,2000,1984,3
550000,120000,1498,6
925000,60000,2179,6
509999,97000,2179,11
250000,100000,2489,10
500000,36000,1197,6
1050000,27000,1396,2
490000,50000,1248,7
415000,15000,1196,1
190000,60000,796,8
680000,120000,1248,3
190000,60000,796,8
479000,173000,2179,8
270000,60000,796,5
170000,70000,1086,13
764000,25000,1373,3
710000,30000,2523,2
310000,35000,796,4
620000,100000,1493,4
280000,31000,814,4
1500000,80000,2982,6
450000,40000,1197,5
2199000,10000,2143,4
3600000,50000,2987,8
285000,60000,1596,13
465000,210000,2494,14
1100000,60000,1995,12
350000,110000,1598,10
600000,35000,1373,4
570000,35000,1197,4
325000,20000,998,5
975000,54000,1997,5
480000,60000,1197,6
185000,10300,796,7
1050000,50000,1582,6
760000,3000,1197,2
570000,5000,999,2
700000,13000,1197,3
775000,30000,1499,6
750000,60000,2993,14
140000,100000,995,11
220000,40000,796,5
184000,15000,1086,8
440000,50000,1197,4
650000,80000,1396,4
660000,50000,1493,4
380000,30000,1196,4
415000,125000,1364,9
225000,110000,1086,9
600000,30000,1248,8
620000,148000,1248,7
750000,35000,1493,5
400000,80000,1197,5
110000,110000,998,16
119000,95000,1405,9
600000,25000,1498,6
200000,80000,998,10
280000,60000,1248,7
375000,100000,1598,8
350000,50000,1198,5
620000,31000,1186,4
570000,120000,1248,4
290000,105000,1248,9
711000,120000,1248,5
370000,60000,1248,9
550000,15000,1197,1
325000,150000,1197,8
670000,93000,1498,3
385000,42000,1086,4
114999,80000,1086,13
200000,90000,1086,11
860000,6500,1248,2
600000,60000,1248,3
265000,110000,998,5
155000,60000,1193,6
900000,60000,1248,2
650000,170000,1248,8
70000,220000,796,17
180000,80000,796,9
200000,57000,814,8
300000,100000,1086,7
650000,40000,1591,6
267000,40000,796,7
450000,50000,998,3
400000,90000,1197,7
310000,86000,2498,9
70000,15000,624,12
675000,70000,2523,4
350000,120000,1596,8
240000,80000,998,7
185000,80000,1405,7
250000,50000,814,4
135000,100000,796,12
500000,80000,1582,10
300000,108957,2179,11
328000,68000,1199,4
509999,65000,2523,6
575000,110000,2179,6
700000,50000,2498,9
105000,100000,1061,13
60000,80000,796,13
112999,80000,796,13
229999,120000,1405,6
325000,150000,1399,9
650000,20000,1197,4
85000,80000,1405,12
570000,93000,1498,6
525000,134000,1248,6
350000,90000,1197,8
250000,60000,1197,14
300000,120000,2489,11
1325000,30000,1956,4
650000,22200,1396,4
520000,6000,1197,3
500000,32000,1197,5
220000,90000,799,5
650000,78000,1248,4
819999,12000,1199,4
645000,120000,1461,5
780000,40000,1248,6
215000,110000,1497,13
600000,260000,2494,14
114999,10000,796,10
75000,12000,1193,9
120000,60000,1199,10
250000,41000,799,5
200000,25000,796,3
380000,30000,1197,6
560000,50000,1498,3
575000,10000,1197,3
620000,40000,1493,4
525000,120000,2179,9
635000,40000,1248,4
650000,80000,1461,5
39000,42108,796,20
550000,70000,1498,4
145000,150000,1248,12
130000,100000,1405,14
825000,79000,1248,4
1650000,91000,2982,6
875000,50000,1248,3
650000,81000,1248,5
2000000,51000,2993,7
2850000,27000,1995,3
2800000,26000,1968,3
3900000,17100,1995,3
246000,56000,1248,8
325000,60000,1498,8
1450000,22000,1368,2
850000,30000,1497,4
560000,43001,1498,6
575000,60000,1248,6
470000,9000,998,2
221000,65000,1405,7
680000,95000,2494,7
700000,62000,2499,8
1950000,48000,1984,5
875000,72000,1582,6
850000,35000,1582,4
550000,100600,1461,8
480000,105000,1248,8
1050000,90000,2179,4
631000,92385,2523,5
165000,25000,624,6
320000,60000,1197,11
360000,100000,1197,9
175000,25000,1795,15
725000,120000,1396,5
280000,185000,1248,7
325000,134000,1199,10
320000,120000,1399,7
500000,120000,1197,3
825000,165000,2179,7
350000,120000,1248,5
470000,89000,1396,10
125000,120000,1461,12
140000,120000,1795,15
484999,50000,1498,8
308000,15000,796,3
570000,13000,1197,2
900000,240000,2982,11
1800000,45000,1956,4
680000,28000,1197,3
700000,70000,1248,4
240000,116000,2498,10
280000,90000,814,7
125000,120000,1405,11
434999,50000,1197,6
1050000,120000,2494,6
1200000,72500,1984,8
400000,120000,1598,8
850000,120000,2179,7
475000,83000,1396,7
150000,40000,1597,18
2900000,46000,2755,3
1100000,137000,2494,6
285000,25000,796,4
650000,50000,1186,3
275000,60000,998,9
60000,100000,796,21
229999,105000,1461,10
300000,20000,998,6
940000,50000,1248,5
600000,120000,1248,6
800000,70000,1248,4
580000,90000,1461,4
450000,75000,1199,3
290000,82500,1991,10
530000,110000,1498,7
960000,20000,1396,2
290000,110000,1497,12
160000,100000,1998,13
400000,52000,998,4
700000,90000,1248,4
361000,90000,1598,9
390000,53000,1396,8
200000,180000,1248,9
390000,53000,1396,8
500000,53000,1248,8
200000,50600,796,10
503000,110000,2179,6
775000,32000,1248,4
750000,5000,1248,3
570000,25000,1197,3
484999,30000,1199,5
700000,43000,1497,4
415000,60000,1497,9
484999,54000,1498,7
675000,52000,1248,5
680000,50000,1499,6
235000,52000,796,8
1700000,15000,2179,3
1200000,50000,2179,6
630000,56000,1498,7
640000,82000,1498,3
355000,121000,1197,7
560000,101903,2179,9
580000,120000,1248,3
185000,85568,1399,11
660000,10000,1197,2
220000,10000,998,7
150000,60000,1086,14
484999,80000,2179,10
509999,10000,1197,2
515000,60000,2523,7
1250000,42000,1595,7
350000,50000,1248,7
375000,11500,998,3
950000,15000,1396,2
615000,32000,1248,6
275000,50000,1197,10
7200000,5000,2993,1
400000,10000,1196,4
930000,15000,1248,2
310000,100000,1197,9
1670000,25000,2393,5
356000,70000,1248,8
500000,32000,1497,8
409999,35000,1199,3
980000,50000,1248,2
150000,100000,2523,16
750000,3100,1199,2
500000,60000,1798,8
355000,170000,1248,8
200000,50000,1405,10
370000,120000,2494,13
450000,20000,1197,6
486000,10000,1197,6
242000,120000,1248,10
580000,25000,1197,3
500000,130000,1498,7
300000,40000,1493,8
710000,60000,2523,5
220000,70000,1199,9
654000,1000,1197,1
835000,10000,1598,2
250000,47000,1596,11
600000,18000,1197,2
459999,60000,1197,5
275000,20000,999,3
408000,60000,1196,4
1200000,25000,2179,3
375000,52000,1197,7
94500,44000,796,15
300000,17000,1198,10
350000,35000,1497,12
975000,120000,2982,10
600000,100000,1197,6
700000,300000,2494,7
640000,90000,1493,4
1110000,186000,1582,4
570000,79000,1248,7
451999,120000,2494,11
240000,59300,799,5
680000,120000,2523,7
350000,60000,1248,6
360000,60000,1598,9
250000,80000,1196,11
550000,11500,1197,2
180000,56000,814,9
425000,68000,1498,5
409999,25000,1199,2
438999,25000,1199,3
225000,100000,1198,7
580000,95000,2523,4
200000,100000,1298,13
250000,47000,1248,8
170000,175000,1248,10
300000,60000,1197,11
160000,300000,2523,16
409999,150000,1248,7
350000,110000,1396,9
310000,25000,799,2
135000,95000,796,11
220000,100000,1248,11
570000,20000,1197,4
500000,84000,1248,7
875000,40000,1396,5
210000,100000,1405,10
210000,120000,1405,10
200000,80000,1086,11
175000,175000,796,10
700000,30000,1197,4
700000,30000,1197,4
550000,28000,1197,2
420000,20000,1086,2
210000,89322,1197,12
175000,76000,936,8
180000,70000,796,9
118000,110000,796,14
170000,120000,1493,14
120000,110000,1061,12
170000,90000,796,12
700000,60000,1248,3
500000,48300,2523,7
80000,63000,1061,14
105000,110000,1497,13
425000,120000,1248,5
625000,23511,1197,4
640000,22512,1197,4
180000,120000,1197,11
155000,120000,1248,12
85000,100000,1061,14
250000,70000,1197,10
1000000,15000,1591,4
350000,16500,1198,5
740000,50000,1248,3
300000,19000,999,3
550000,50000,1498,4
710000,70000,2523,4
700000,70000,2523,4
550000,120000,2523,5
375000,60000,1086,6
600000,60000,2179,6
380000,76000,1248,8
300000,70000,1248,9
45000,80000,796,23
450000,210000,2494,11
475000,128000,2523,6
650000,5000,999,2
200000,70000,998,10
350000,85000,1248,8
911999,25000,1248,3
650000,15000,1197,3
350000,30000,1298,9
190000,80000,796,5
1200000,40000,1582,2
305000,160000,2523,8
850000,108000,1582,6
350000,120000,1896,10
180000,55000,1086,11
200000,110000,2179,13
229999,110000,1198,9
135000,62900,998,15
425000,120000,1968,10
1350000,70000,2179,5
480000,70000,2499,12
455000,60000,1248,4
320000,60000,998,6
693000,4000,1197,2
830000,35000,1248,4
470000,13500,1197,5
1100000,26000,1497,4
325000,50000,1248,5
215000,50000,814,7
560000,25000,1197,3
400000,30000,998,4
2625000,9000,1999,4
5150000,20000,2487,2
3200000,45000,1999,4
503000,110000,2179,6
3800000,20000,1969,2
2000000,68089,2494,5
225000,58343,998,8
740000,38817,1248,3
550000,56494,1199,5
750000,79328,2494,8
650000,5621,1197,2
625000,25538,1496,4
600000,69779,1197,3
450000,56290,1186,4
5400000,7500,1995,2
5500000,8500,1995,2
779000,7032,1199,2
645000,11000,1598,5
2475000,2000,1984,3
725000,45000,1498,4
225000,58343,998,8
740000,38817,1248,3
650000,5621,1197,2
625000,25538,1496,4
600000,69779,1197,3
450000,56290,1186,4
325000,52442,1198,7
229999,39000,1197,8
400000,42000,1796,14
449000,34156,1198,6
455000,34152,1197,4
1750000,37000,1968,6
1390000,98000,2755,4
1150000,31000,1591,2
650000,62841,1197,3
950000,38600,1582,5
698000,27654,1248,3
975000,48698,1582,4
445000,32995,1197,3
539000,60000,1248,3
350000,110000,1248,11
550000,260000,2179,10
550000,130000,1461,6
330000,120000,1199,10
220000,80000,814,7
415000,60000,1197,8
150000,75000,796,14
150000,89000,1341,16
240000,110000,1493,14
170000,90000,796,12
550000,40000,1248,6
500000,26000,1198,4
180000,120000,2489,10
360000,29000,1198,4
400000,120000,1197,7
120000,70000,1495,12
765000,100000,1248,5
919999,90150,1248,5
730000,90000,1364,3
320000,120000,1248,5
455000,90000,1498,6
350000,50000,1198,6
509999,110000,1493,5
175000,85700,1405,10
325000,178000,2523,8
120000,70000,1193,10
300000,30000,1197,7
500000,100000,1498,6
562000,25339,1197,5
250000,10000,814,7
484999,35000,1248,4
280000,35000,1197,8
571000,68000,1248,6
400000,40000,1197,8
295000,120000,1405,6
250000,25000,1196,10
610000,40000,2523,6
175000,60000,1248,9
204999,70000,1399,10
750000,80000,2179,8
651000,42323,1396,5
1075000,42545,1998,10
690000,32000,1248,5
589000,41232,1248,4
445000,40200,1498,6
475000,48000,1498,8
465000,27233,1498,7
225000,35000,1368,10
310000,200000,2494,16
445000,63000,2956,5
445000,62000,1498,6
450000,68240,2956,9
450000,78000,1997,13
200000,35000,998,11
611000,9000,1197,3
819999,39000,1582,5
825000,39000,1396,5
599000,92651,1498,6
490000,28000,1197,3
500000,40000,1193,1
500000,40000,1193,1
1100000,88754,2179,4
675000,7000,1194,2
1350000,40000,2179,3
570000,20000,1197,3
455000,50000,1186,4
165000,45000,814,8
925000,22000,1497,5
215000,100000,1396,7
470000,23700,1197,5
470000,23700,1197,5
650000,60000,1248,4
900000,50000,1461,4
190000,100000,1399,12
715000,60000,1396,4
227999,60000,1396,8
450000,50000,1248,4
200000,40000,936,6
400000,110000,998,4
725000,110000,1248,5
300000,80000,1399,7
1151000,69500,2494,5
225000,33000,1198,7
380000,80000,1086,5
630000,5000,1197,2
351000,25000,1197,7
199000,50000,1199,9
850000,50000,2179,4
105000,120000,1248,11
300000,120000,1248,11
950000,80000,2494,5
430000,110000,1493,6
2100000,80000,3198,5
540000,30000,1186,3
175000,60000,1086,9
1150000,44000,1582,3
350000,5000,796,1
690000,18000,1197,2
535000,80000,1396,6
730000,100000,1248,5
280000,19000,814,5
650000,33000,1197,2
520000,162000,2494,9
360000,65000,1197,1
250000,170000,1248,10
575000,40000,1498,4
170000,120000,1396,9
711000,53000,1248,4
250000,90000,998,8
675000,35000,1248,4
325000,50000,998,5
250000,20000,796,5
740000,38000,1248,2
690000,1303,1198,2
3975000,31800,1968,3
5150000,20000,2487,2
3200000,45000,1999,4
4100000,17000,3604,4
4500000,21000,1999,2
3790000,29500,1995,3
1750000,73000,2354,4
1864999,50000,1798,3
800000,28050,1248,4
1825000,58000,2354,4
1295000,58000,2179,4
425000,69000,1461,7
4090000,70000,2987,5
910000,40000,1582,6
625000,39000,1798,8
3400000,22000,1969,3
535000,40000,1248,6
325000,142000,2523,10
500000,22947,1197,5
300000,30000,1197,8
270000,7672,814,5
160000,36659,796,11
210000,60000,796,5
850000,120000,2179,7
880000,120000,2179,7
150000,39000,1061,11
775000,45000,1493,6
160000,70000,796,12
220000,100000,1399,9
670000,48000,1396,4
780000,35000,1396,3
515000,23000,1197,4
800000,14000,1396,4
800000,14000,1396,4
850000,60000,2179,7
200000,60000,814,8
140000,150000,1422,13
800000,80000,1591,5
250000,35000,998,8
800000,44500,1248,4
600000,60000,1248,6
250000,120000,1461,9
500000,80000,1498,5
750000,9900,1298,2
650000,68000,1248,7
950000,60000,1498,5
580000,110000,2499,6
640000,10000,1197,2
800000,80000,2179,7
347000,30000,998,10
1000000,120000,2179,7
300000,35000,814,5
493000,40000,1199,4
370000,60000,1197,7
250000,90000,1248,13
300000,20000,999,4
450000,40000,999,4
185000,124316,1399,11
1225000,6544,1497,2
1000000,50000,2494,6
600000,10000,1197,5
1100000,50000,2179,3
360000,30000,1197,6
285000,69000,1298,9
350000,49600,1198,5
130000,30000,1086,13
500000,198000,1248,5
350000,80000,1197,11
685000,19000,1197,2
399000,5000,1196,1
525000,10000,1197,4
765000,40000,1373,4
450000,97000,1248,9
390000,30000,1198,7
940000,120000,1248,4
650000,120000,1461,8
320000,103994,1399,9
145000,70000,1794,18
670000,70000,1498,4
350000,115000,1248,10
285000,178000,1248,9
300000,40000,998,10
300000,80000,1399,10
810000,98000,2967,12
90000,118000,1405,12
100000,100000,796,17
90000,120000,1396,12
459999,120000,2609,8
525000,217000,2494,12
250000,65000,998,10
300000,41000,1197,9
130000,120000,1298,16
199000,70000,998,10
545000,90000,1461,9
570000,80000,1248,7
150000,120000,1497,15
114999,100000,796,12
450000,35000,1199,3
600000,5000,999,2
610000,110000,1248,5
690000,20000,1197,4
790000,15000,1198,3
254999,40000,998,7
500000,41000,1199,5
340000,100000,2523,10
245000,110000,2523,14
340000,120000,1399,9
221000,35008,998,13
270000,31100,799,4
455000,42312,1120,7
300000,72000,1496,10
480000,54891,1364,7
1000000,30000,1582,3
2600000,44000,1995,4
1850000,18890,2755,4
1000000,75010,1995,8
245000,100000,1461,9
625000,4337,1197,2
560000,14495,999,3
1475000,24000,2179,3
425000,83585,1364,11
550000,31000,1197,7
1475000,100000,2393,5
750000,48406,1461,4
570000,56239,1396,5
585000,33243,1197,6
600000,26000,1199,5
530000,120000,1197,5
540000,38000,1197,5
180000,60000,814,8
450000,30000,1197,7
200000,50000,1199,6
425000,42000,1199,4
400000,30000,1199,5
150000,15858,1299,16
310000,15000,796,4
500000,50000,2499,7
200000,60000,936,8
900000,35000,1461,3
75000,90000,1489,21
400000,50000,1197,6
650000,110000,1498,6
480000,87847,1248,6
140000,35000,796,12
550000,5000,1197,3
380000,29000,998,4
440000,20000,1405,5
630000,15000,1197,3
250000,40000,799,4
120000,17000,796,12
287000,120000,1248,9
550000,45000,1197,5
950000,60000,1997,5
1630000,25000,1956,2
501000,80000,1498,6
550000,70000,2523,7
300000,25000,796,5
300000,50000,998,6
416000,40000,1499,6
260000,30000,796,3
550000,15000,1199,5
700000,100000,2179,9
181000,70000,1193,10
365000,110000,2179,12
400000,10000,998,4
210000,110000,1197,11
500000,87000,1582,8
2711000,9000,1999,4
5150000,20000,2487,2
3200000,45000,1999,4
503000,110000,2179,6
3800000,20000,1969,2
2000000,68089,2494,5
225000,58343,998,8
740000,38817,1248,3
550000,56494,1199,5
750000,79328,2494,8
650000,5621,1197,2
625000,25538,1496,4
600000,69779,1197,3
450000,56290,1186,4
5400000,7500,1995,2
5500000,8500,1995,2
779000,7032,1199,2
645000,11000,1598,5
2475000,2000,1984,3
735000,70000,1248,4
550000,120000,1193,4
509999,148000,1248,8
459999,60000,1396,8
310000,18000,796,6
775000,80000,1248,3
105000,96000,796,17
430000,97000,1498,6
360000,210000,1396,8
400000,60000,1598,9
600000,90000,1248,7
580000,35000,1199,2
140000,120000,1461,9
210000,100000,1405,13
550000,20000,1197,4
120000,110000,1199,8
400000,35000,2494,8
1035000,15000,1498,3
625000,90000,1248,6
200000,40000,1197,13
316000,140000,1248,8
813000,110000,1248,4
1575000,55000,2755,5
900000,73000,2494,8
650000,100000,1248,6
459999,32000,1498,6
290000,112072,1461,9
400000,30000,1399,7
565000,70000,1248,5
150000,80000,995,12
480000,110000,1995,14
70000,80000,1061,14
70000,80000,1061,14
1190000,80000,2497,10
900000,19000,1498,3
600000,40000,1396,6
1100000,52269,2179,6
120000,170000,796,11
229999,60000,1197,12
570000,15780,1198,4
575000,106000,1582,7
280000,80000,1598,9
580000,74000,1396,6
875000,35000,1248,3
500000,70000,1582,8
700000,60000,1248,6
388000,50000,1196,5
225000,80000,1197,10
90000,90000,1193,10
600000,114000,1461,7
235000,100000,1197,12
350000,100000,1396,10
235000,80000,1197,10
190000,35000,796,11
325000,79000,1248,10
550000,2360457,1197,14
300000,120000,1598,10
550000,10000,1199,4
720000,150000,2179,8
110000,110000,1198,10
310000,10000,796,3
150000,70000,998,11
260000,46000,1405,9
55000,120000,1495,19
450000,108800,1248,8
199000,70000,1197,12
1000000,35000,2523,3
240000,72000,1399,10
350000,40000,799,3
530000,120000,2523,7
150000,35000,995,10
625000,12500,1197,2
378000,80000,1197,7
210000,210000,799,6
700000,100000,1248,3
156000,110000,1086,10
700000,103000,1493,5
194000,577414,1061,11
120000,100000,796,15
415000,45000,1198,6
450000,45000,1198,6
325000,40000,1198,7
525000,200000,2523,7
265000,100000,814,4
100000,120000,796,13
2711000,9000,1999,4
5150000,20000,2487,2
3200000,45000,1999,4
503000,110000,2179,6
3800000,20000,1969,2
2000000,68089,2494,5
225000,58343,998,8
740000,38817,1248,3
550000,56494,1199,5
750000,79328,2494,8
650000,5621,1197,2
625000,25538,1496,4
600000,69779,1197,3
450000,56290,1186,4
5400000,7500,1995,2
5500000,8500,1995,2
779000,7032,1199,2
645000,11000,1598,5
2475000,2000,1984,3
400000,100000,1248,6
345000,40000,1396,8
850000,15000,2498,3
620000,15000,1197,3
700000,10000,1197,3
200000,90000,1248,9
660000,80000,1493,4
1700000,39000,2477,6
90000,60000,1396,12
1050000,28000,2179,6
160000,90000,1196,11
150000,80000,1799,15
200000,35000,998,11
365000,185000,1364,10
140000,110000,1172,12
360000,100000,1248,5
200000,110000,1497,13
250000,100000,1896,11
229999,110000,1896,13
320000,130000,1399,10
1200000,27000,1591,3
740000,9000,1197,3
345000,40000,1396,8
570000,19000,1197,2
490000,10000,1197,2
250000,100000,1396,8
430000,20000,998,4
225000,35000,814,7
850000,15000,2498,3
620000,15000,1197,3
440000,70000,1396,7
800000,70000,1248,5
700000,10000,1197,3
600000,47000,1248,5
200000,90000,1248,9
660000,80000,1493,4
1700000,39000,2477,6
450000,53000,1120,6
420000,105000,1248,8
500000,121941,2494,10
350000,15000,1199,5
280000,100000,2489,7
425000,152186,1461,8
295000,82246,1197,8
540000,20000,1197,5
754000,40000,1248,4
650000,89580,2494,10
550000,250000,2494,10
550000,250000,2494,10
675000,2789,1196,2
700000,35278,1499,3
795000,2860,1499,3
515000,200000,2494,11
450000,20000,1198,3
155000,60000,1086,13
350000,100000,1364,10
250000,78562,1399,10
450000,96000,1582,10
450000,96000,1582,10
55599,36088,796,18
420000,50000,1396,7
750000,40000,1248,3
450000,10000,1198,1
175000,60000,1248,13
650000,10000,1197,2
1050000,10000,1248,3
375000,35000,1582,10
1100000,80000,2199,7
1550000,28000,2179,2
620000,35000,1498,4
1511000,32000,1956,4
135000,40000,998,18
375000,35000,1582,10
320000,10000,799,2
1650000,25000,2179,2
320000,50000,998,5
400000,129000,1248,9
900000,100000,2179,6
310000,30000,796,3
595000,28000,1198,3
800000,60000,1248,4
350000,70000,1598,8
275000,110000,1405,8
420000,10000,1196,2
250000,110000,1493,13
250000,100000,1248,14
290000,120000,2179,13
525000,60000,1197,5
250000,110000,2609,13
430000,10000,998,4
630000,35000,1197,4
550000,23000,1199,3
630000,15000,1248,2
850000,20000,2179,3
455000,90000,2523,10
445000,90000,2523,10
370000,80000,1396,8
500000,50000,1197,5
140000,185000,1405,9
550000,40000,1197,2
300000,30000,999,4
150000,120000,1396,10
229999,500000,998,10
880000,46000,2179,4
900000,120000,2982,10
720000,80000,2523,6
550000,90000,1396,5
720000,90000,2523,6
535000,70000,1248,5
320000,91000,1120,6
500000,90000,1396,6
525000,110000,1248,7
220000,90000,999,2
350000,50000,1199,3
530000,60000,1493,5
215000,35000,796,8
335000,100000,1598,9
320000,90000,1120,6
135000,120000,1399,10
175000,95000,998,12
800000,35000,2523,4
78000,38000,1193,14
565000,56000,1497,7
575000,50000,1396,4
170000,70000,814,7
250999,30000,796,7
950000,188000,2179,6
650000,60000,1497,7
550000,133000,2179,8
650000,160000,2494,11
800000,150000,2179,8
250999,30000,796,1
170000,60000,796,8
250000,30000,1396,8
312000,80000,1399,7
250000,20000,796,7
200000,80000,814,8
670000,73000,2523,5
270000,50000,814,4
360000,200000,2523,9
630000,46000,1248,3
55599,36088,796,18
400000,50000,909,3
420000,50000,1396,7
764000,25000,1373,3
710000,30000,2523,2
1575000,30000,2179,3
1050000,13000,2200,3
1000000,15000,1462,2
650000,44000,1248,4
600000,63000,1498,6
509999,110000,1493,5
610000,14000,1197,4
310000,35000,796,4
720000,35000,2523,5
158000,110000,1396,9
175000,85700,1405,10
217000,120000,1248,11
484999,50000,1498,8
550000,35000,1120,5
280000,70000,1197,9
350000,90000,1596,8
1150000,42000,2179,4
420000,30000,1197,5
810000,80000,1373,4
290000,90000,1197,10
180000,60000,1199,9
160000,162000,1196,11
66000,70000,624,4
369000,20000,998,6
300000,80000,2179,9
350000,90000,2523,13
220000,120000,1197,13
160000,220000,2499,16
221000,100000,1248,12
400000,35000,1193,4
250000,120000,2362,17
390000,120000,2523,10
190000,110000,1196,9
300000,60000,799,4
750000,27000,1396,4
650000,50000,1248,5
635000,40000,1198,3
520000,88000,1582,8
1500000,50000,2179,1
415000,80000,1582,9
700000,60000,1396,2
484999,26000,1197,4
120000,80000,1388,14
220000,60000,814,7
320000,80000,1197,7
375000,90000,1248,10
440000,80000,1582,9
550000,15000,1197,2
640000,35000,1248,4
420000,120000,1364,7
330000,63000,1120,5
800000,25000,1498,2
240000,64500,998,10
360000,100000,1198,5
750000,40000,1582,4
570000,15000,1197,4
450000,25000,1364,6
270000,82000,1197,5
459999,87000,1248,9
240000,80000,998,6
320000,110000,1461,9
149000,148000,1248,10
1500000,40000,2179,3
180000,70000,1495,10
185000,70000,1086,9
65000,40000,796,13
130000,120000,1405,11
330000,60000,1399,9
190000,90000,1248,10
501000,68000,1248,7
600000,24500,1498,4
570000,77000,2179,9
450000,85000,1498,6
285000,45500,1496,10
490000,67000,1248,7
500000,77000,1248,7
275000,47000,814,5
440000,57000,1199,4
825000,71500,1396,3
411000,110000,1364,9
470000,82000,1248,8
445000,70000,1248,8
752000,28000,1248,4
650000,125000,1498,5
450000,67000,1248,8
350000,93500,1497,10
511000,8500,1197,9
700000,80000,1248,5
1800000,30000,2755,5
550000,14200,1196,3
142000,97000,1388,14
725000,90000,2179,9
630000,30000,1197,4
480000,50000,1197,6
330000,30000,998,5
500000,20000,1298,4
300000,60300,1199,9
400000,35000,1248,6
320000,80000,2179,10
180000,44391,1086,13
530000,58000,1248,5
600000,40000,2523,6
780000,66000,1248,4
700000,110000,1498,5
175000,56315,936,8
735000,70000,1493,4
325000,120000,1364,8
225000,100000,2499,15
350000,90000,1248,6
110000,120000,1061,15
85000,160000,998,14
150000,100000,1794,15
225000,120000,1248,12
111000,100000,1248,11
150000,70000,1061,14
300000,15151,814,4
630000,60000,1997,6
206000,100000,1086,10
70000,110000,998,15
567000,7000,1197,2
65000,35000,998,16
550000,60000,1248,5
140000,70000,1197,11
300000,30000,799,5
500000,70000,1499,8
400000,128000,1197,6
850000,120000,2494,9
570000,15000,1248,7
699000,60000,1248,4
355000,80000,1198,8
690000,80000,1248,5
180000,114321,1399,15
200000,120000,1405,8
575000,120000,2179,9
415000,146000,1364,7
350000,30000,1086,9
350000,20000,814,4
632000,150000,1364,4
325000,70000,1196,7
511000,90000,1797,8
300000,100000,1497,11
70000,188000,998,16
180000,100000,1086,13
2711000,9000,1999,4
5150000,20000,2487,2
3200000,45000,1999,4
503000,110000,2179,6
3800000,20000,1969,2
2000000,68089,2494,5
225000,58343,998,8
740000,38817,1248,3
550000,56494,1199,5
750000,79328,2494,8
650000,5621,1197,2
625000,25538,1496,4
600000,69779,1197,3
450000,56290,1186,4
5400000,7500,1995,2
5500000,8500,1995,2
779000,7032,1199,2
645000,11000,1598,5
2475000,2000,1984,3
730000,37333,1197,4
450000,15000,1248,7
550000,330000,2359,9
420000,60000,998,4
509999,80000,1364,5
905000,110000,2494,6
140000,72000,796,10
300000,140000,2494,15
300000,80000,1197,6
225000,120000,1248,11
860000,90000,2494,6
400000,100000,1461,9
190000,90000,1298,12
350000,140000,1498,8
75000,120000,995,11
860000,35000,1248,2
250000,50000,998,7
700000,82000,1396,4
399000,70000,1248,7
320000,90000,1197,5
2000000,60000,2982,6
1100000,79000,1968,7
750000,291000,2494,10
750000,250000,2494,11
530000,20000,2523,3
750000,53000,1248,4
560000,21500,1198,4
450000,89000,1047,4
459999,35000,1197,8
235000,43000,998,8
180000,80000,1086,12
140000,80000,1086,14
620000,110000,1396,7
190000,100000,814,9
380000,25000,814,3
1145000,20000,1498,2
540000,70000,1248,4
800000,197000,2494,10
150000,100000,1061,15
55000,70000,796,26
919999,140000,2179,6
135000,50000,796,12
340000,40300,1199,4
525000,120000,2494,11
411000,25000,998,5
150000,155000,998,11
575000,50000,1199,6
595000,30030,1197,4
525000,29029,1197,4
335000,72072,1248,9
300000,54000,1399,9
415000,82082,1396,9
925000,48000,2179,5
750000,20000,1373,5
1150000,49000,1582,3
260000,35000,1198,6
260000,67000,796,4
347000,80600,1248,10
195000,58609,814,8
265000,33003,1172,5
320000,43000,998,5
590000,16500,1197,5
650000,138000,2494,9
509999,165500,2523,8
350000,120000,1248,10
749000,30000,1497,3
150000,70000,1396,11
58000,170000,993,18
200000,120000,1461,10
240000,168000,1248,7
515000,60000,1498,4
145000,120000,796,13
450000,5800,998,5
179000,68700,998,11
220000,108000,1599,14
500000,40000,1193,1
190000,100000,1399,12
200000,40000,936,6
850000,90000,1497,3
270000,60000,1198,10
335000,17000,814,5
459999,5000,998,3
710000,60000,1248,4
330000,140000,1248,6
1515000,15000,1956,4
750000,25000,1198,3
160000,50000,995,5
215000,60000,936,5
60000,40000,624,9
480000,72000,1197,7
140000,195000,1248,9
200000,70000,814,9
400000,83000,1461,8
180000,100000,814,9
550000,25000,1197,6
550000,50000,1248,5
550000,67000,1248,9
270000,30000,998,10
315000,85000,1461,8
